id                                   | title                                                        | authors                                                      | doi                         | pub_date       | abstract_text                                               
7b0b2ec8-6e7b-1014-91a8-d86d59cca49f | Growth but not corticosterone, oxidative stress or telome... | Colette Martin, Katharina Ruthsatz *, Ivan Gomez-Mestre, ... | 10.1101/2025.01.14.632987   | January_2025   | Microplastics (MPs) are of increasing global concern for ...
0354b0f5-6d9b-1014-8591-cb34f66915e4 | Microplastics from disposable paper cups are enriched in ... | Qiong Chen *, Chen Peng, Haoteng Xu, Zhuojie Su, Gulimire... | 10.1101/2024.01.20.576431   | January_2024   | The health implications of microplastics (MPs), especiall...
9297271e-7128-1014-aa95-88fe7c91d976 | Developmental toxicity of pre-production plastic pellets ... | Eva Jimenez-Guri *, Periklis Paganos, Claudia La Vecchia,... | 10.1101/2024.01.10.574808   | January_2024   | Microplastics pose risks to marine organisms through inge...
e78670c1-6e6c-1014-952f-88f9e2c44461 | Preliminary Survey of Fungal Communities Across a Plastic... | Ken Cullings *, Karisa Boyce Arterbury, Richard Arterbury    | 10.1101/2024.01.18.576272   | January_2024   | Plastics pose an increasing and significant threat to bot...
16ceb0c2-6c83-1014-a85c-b4c3afed88fd | Growth responses of  Celosia argentea  L. in soils pollut... | Beckley Ikhajiagbe *, Gloria Omorowa Omoregie, Susan Ojon... | 10.1101/2023.01.07.523084   | January_2023   | This research was carried out to study the various toxic ...
3fa341ff-6c29-1014-a2ef-8b20831bc8e7 | Trophic transfer of microplastics enhances plastic additi... | Takaaki Hasegawa, Kaoruko Mizukawa, Bee Geok Yeo, Tomonor... | 10.1101/2021.03.09.434685   | January_2022   | Organisms ingest microplastics directly from environments...
36b29191-6bfa-1014-ba19-e9dbbcbf29e9 | Single particle-resolution fluorescence microscopy of nan... | Brian Nguyen *, Nathalie Tufenkji *                          | 10.1101/2020.08.25.267443   | January_2022   | Understanding of nanoplastic prevalence and toxicology is...
ed200024-7250-1014-8f25-afad5d74bc53 | Tracking Genomic Characteristics across Oceanic Provinces... | Ryan P. Bos, Drishti Kaul, Erik R. Zettler, Jeffrey M. Ho... | 10.1101/2022.01.23.477364   | January_2022   | While plastic has become omnipresent in the marine enviro...
f16ca98b-6bf4-1014-9c10-9c300b7aa2c6 | Rational design yields molecular insights on leaf binding... | Jonas Dittrich, Christin Brethauer, Liudmyla Goncharenko,... | 10.1101/2022.01.11.475855   | January_2022   | In times of a constantly growing world population and inc...
fa9180c0-6d3a-1014-94fe-a7f9f2cb5e11 | Inhalable textile microplastic fibers impair airway epith... | F. van Dijk, S. Song, G.W.A van Eck, X. Wu, I.S.T. Bos, D... | 10.1101/2021.01.25.428144   | January_2021   | We are continually exposed to microplastic fibers origina...
0bfbc073-6d77-1014-906f-fafd6dcc26af | Efficient Prediction of Microplastic Counts from Mass Mea... | Shuyao Tan, Joshua Taylor, Elodie Passeport *                | 10.1101/2021.01.04.425187   | January_2021   | Microplastics must be characterized and quantified to ass...
b9c6c86c-6d15-1014-8b4f-c8692bef0a04 | Microfluidic Electric Egg-Laying Assay and Application to... | Khaled Youssef, Daphne Archonta, Terrance J. Kubiseseki, ... | 10.1101/2021.01.16.426931   | January_2021   | Environmental pollutants like microplastics are posing he...
d1581c6d-6c02-1014-a66d-9e2654914e6d | Hydrophobic organic contaminants are not linked to microp... | M. Ogonowski *, V. Wenman, A. Barth, E. Hamacher-Barth, S... | 10.1101/363127              | January_2019   | It is commonly accepted that microplastic (MP) ingestion ...
fbc1bd83-6eb5-1014-8f61-8b17a741c1cf | Microplastics drive both linear and threshold-type shifts... | Tamara Meizoso-Regueira *, Marina Dacal, Emma Ring, Matth... | 10.64898/2026.01.31.701563  | February_2026  | NULL                                                        
580ec797-6d79-1014-ad82-94059647f54d | Antibiotic resistance genes, antibiotic residues, and mic... | Ananda Tiwari *, Adrián Jaén-Gil, Anastasia Karavaeva, Al... | 10.1101/2025.02.21.25322651 | February_2025  | Monitoring antimicrobial resistance genes (ARGs) in waste...
f0abf556-7275-1014-8b5e-cb00fbb4b1f6 | Degradation of PET Plastics by Wastewater Bacteria Engine... | Aaron Yip, Owen D. McArthur, Kalista C. Ho, Marc G. Aucoi... | 10.1101/2024.02.07.579132   | February_2024  | Microplastics are contaminants of global concern that pos...
4ef3d049-7281-1014-94a6-a14a0249beda | Unravelling the microplastic menace: different polymers w... | Federico Ferrante, Elisa Pasquini, Federico Cappa, Lorenz... | 10.1101/2024.02.08.579429   | February_2024  | Microplastics (MPs) are growing and ubiquitous environmen...
914308ce-6cee-1014-9248-f0ab3a7cea26 | Microplastics analytics: why we should not underestimate ... | Michael J. Noonan, Nicole G. Ribeiro, C Lauren Mills, Mar... | 10.1101/2023.02.04.527118   | February_2023  | Recent years have seen considerable scientific attention ...
70bfc046-6cee-1014-9757-b485805af2b7 | Microplastics are present in women’s and cows’ follicular... | Nicole Grechi, Roksan Franko, Roshini Rajaraman, Jan B. S... | 10.1101/2022.11.04.514813   | February_2023  | The past several decades have seen alarming declines in t...
8e12c09d-6c25-1014-a329-dda5fb5661f5 | Comparison of fitness effects in the earthworm  Eisenia f... | Anja Holzinger, Magdalena M. Mair *, Darleen Lücker, Dimi... | 10.1101/2022.02.17.480840   | February_2022  | Terrestrial ecosystems are exposed to many anthropogenic ...
58279924-6c30-1014-9e1c-cccf5e84fd0d | Ingestion of microplastic fibres, but not microplastic be... | Serita Fudlosid *, Marshall W. Ritchie, Matthew J. Muzzat... | 10.1101/2022.02.07.479438   | February_2022  | Microplastic is a growing concern as an environmental con...
e3291865-6cd3-1014-a667-9d9426f32b1e | Single particle-resolution fluorescence microscopy of nan... | Brian Nguyen, Nathalie Tufenkji *                            | 10.1101/2020.08.25.267443   | February_2021  | Understanding of nanoplastic prevalence and toxicology is...
8f467720-6e82-1014-910f-8f37702f5fc1 | Inhalable textile microplastic fibers impair airway epith... | F. van Dijk, S. Song, G.W.A van Eck, X. Wu, I.S.T. Bos, D... | 10.1101/2021.01.25.428144   | February_2021  | Synthetic textiles shed fibers that accumulate indoors an...
7ae8cbf0-6fb2-1014-bd5a-a41a8e7db0e7 | Textile waste and microplastic induce activity and develo... | Elsa B. Girard, Melanie Kaliwoda, Wolfgang W. Schmahl, Ge... | 10.1101/2020.02.08.939876   | February_2020  | Biofilm-forming microbial communities on plastics and tex...
fe4b1823-6c8a-1014-963e-a26a1b01ddf5 | Modelling plastics exposure for the marine biota: Risk ma... | Federica Guerrini *, Lorenzo Mari, Renato Casagrandi         | 10.1101/538058              | February_2019  | The Mediterranean basin is among the most impacted marine...
18006013-7717-1014-a488-be8471b370b4 | Deposition of microplastics associated with bioaccumulati... | Gagandeep Kaur, Faizan Imam, Felix Effah, Aerlin D Decker... | 10.64898/2025.11.30.691449  | December_2025  | Airborne micro- and nano plastics (MNPs), generated from ...
adf8f628-6c93-1014-b420-caffcdff753b | Microplastic Exposure Promotes Amyloid Misfolding and Met... | Iran Augusto Neves da Silva *, Agnes Paulus, Valeriia Sko... | 10.64898/2025.12.22.696023  | December_2025  | NULL                                                        
db1aa342-6c42-1014-a90b-aaf3f3301488 | Circulating Microplastics as Acute Triggers of Platelet A... | A. Trostchansky *, M. Alarcón *                              | 10.64898/2025.12.05.692697  | December_2025  | Microplastics and nanoplastics (MPs/NPs) have recently be...
47322cb0-7008-1014-a7b0-a44954e76339 | Microplastics as a novel facilitator for antimicrobial re... | Neila Gross *, Johnathan Muhvich, Carly Ching, Bridget Go... | 10.1101/2024.08.01.606221   | December_2024  | Microplastics (MPs) have emerged as a significant environ...
51af6e01-6d22-1014-a528-dedcae3a1991 | Diversity and productivity of a natural grassland decline... | Jianyong Wang, Yingxia Liu, Ayub M.O. Oduor, Mark van Kle... | 10.1101/2024.12.17.628835   | December_2024  | Grasslands are highly diverse ecosystems providing import...
66bb1abe-6c6f-1014-8d36-8740afd5a861 | Common types of microdebris affect the physiology of reef... | Jessica Reichert *, Vanessa Tirpitz, Katherine Plaza, Eli... | 10.1101/2023.12.04.569976   | December_2023  | Marine debris, particularly microdebris (< 1 mm) poses a ...
1d4110ab-6c3b-1014-80b1-c0593eb57c55 | Microplastics are detected in bull and dog sperm and poly... | N. Grechi, G.A. Ferronato, S. Devkota, M.A.M.M. Ferraz *     | 10.1101/2023.12.15.571802   | December_2023  | The alarming increase in global infertility rates has coi...
15a5db88-6c0d-1014-bd49-801b4aabfb45 | 16s rRNA gene sequence analysis of the microbial communit... | Dkawlma Tora, Ute Hentschel, Stefan Lips, Mechthild Schmi... | 10.1101/2022.12.22.521553   | December_2022  | The exponential increase in plastic production has led to...
9a131304-6bfa-1014-95d2-d4c805eb7219 | The more synthetic polymer types pollute the soil, the st... | Yanmei Fu, Mark van Kleunen, Kai Ma, Yanjie Liu *            | 10.1101/2022.12.08.519663   | December_2022  | Although most studies on the ecological effects of microp...
16b70cc4-6cb4-1014-bdc6-af3670d03158 | First evidence of  in vitro  cytotoxic effects of marine ... | A Miccoli *, E Mancini, PR Saraceni, G Della Ventura, G S... | 10.1101/2021.11.10.468019   | December_2021  | Marine litter is composed mainly of plastics and is recog...
f78a146e-6cd7-1014-ac16-fe1a164078ee | First evidence of  in vitro  cytotoxic effects of marine ... | A Miccoli *, E Mancini, PR Saraceni, G Della Ventura, G S... | 10.1101/2021.11.10.468019   | December_2021  | Marine litter is composed mainly of plastics and is recog...
85f99a85-6c0b-1014-b49c-d2b4cafb811f | Microplastic vector effects: are fish at risk when expose... | Agathe Bour *, Joachim Sturve, Johan Höjesjö, Bethanie Ca... | 10.1101/2019.12.17.879478   | December_2019  | In aquatic organisms, trophic transfer is an important ex...
73127845-6f28-1014-a6e5-928f4f9f1535 | Microplastics found in high concentrations around Kantama... | Dimitri D. Deheyn *, Joe Ayesu, Branson Skinner *            | 10.1101/2024.05.13.593950   | August_2025    | Located in Accra, Ghana, Kantamanto is the world’s larges...
c50fc108-7544-1014-8dd0-b656237e0d47 | New universal approach for microplastics detection in tis... | Quinten Wouters, Sergey Abakumov, Charlotte Van Der Stukk... | 10.1101/2025.08.25.25334346 | August_2025    | Micro- and nanoplastics (MNPs) contamination may pose a s...
eb7ee60f-722e-1014-8dfa-e38ed40d425a | Mapping the impact of microplastics exposure on enteric v... | Jiangrong Zhou, Yilan Zhao, Xingcheng Li, Luc van der Laa... | 10.1101/2025.08.19.671065   | August_2025    | Micro- and nanoplastics (MNPs) are pervasive environmenta...
d729124a-7360-1014-a14a-f731aeb39a2f | Bisphenol A Disrupts Mitochondrial Functionality Leading ... | Sara Ficai, Andrea Papait, Marta Magatti, Alice Masserdot... | 10.1101/2024.08.29.610279   | August_2024    | In today’s context, microplastics pollution has become an...
019dd98b-6dd5-1014-b691-aad7d989e4d7 | Microplastics as a novel substrate for antimicrobial resi... | Neila Gross, Johnathan Muhvich, Carly Ching, Bridget Gome... | 10.1101/2024.08.01.606221   | August_2024    | Microplastics (MPs) have emerged as a significant environ...
22ed3de5-6c6e-1014-b6f2-e931ba6eff10 | Microplastics reach the brain and interfere with honey be... | Elisa Pasquini, Federico Ferrante, Leonardo Passaponti, F... | 10.1101/2023.08.05.552092   | August_2023    | Scientific research exploring the impact of microplastics...
d9395a75-6bf8-1014-a5f5-d67c105ceb22 | The Role of C-to-U RNA Editing in Human Biodiversity         | Melissa Van Norden, Zackary Falls, Sapan Mandloi, Brahm S... | 10.1101/2023.07.31.550344   | August_2023    | Intra-organism biodiversity is thought to arise from epig...
908e5d35-6c58-1014-89a6-cc163d6add8b | Interactive effects of microplastic pollution and heat st... | Jessica Reichert, Vanessa Tirpitz, Rajshree Anand, Kathar... | 10.1101/2021.07.30.454458   | August_2021    | Plastic pollution is an emerging stressor that increases ...
8ff6d7a1-6c1b-1014-9086-b178bd000ff3 | Microplastic consumption induces inflammatory signatures ... | Daniel J. Rawle, Troy Dumenil, Bing Tang, Cameron Bishop,... | 10.1101/2021.08.24.456180   | August_2021    | Global microplastic (MP) contamination and the effects on...
892409dc-6c26-1014-8ddc-a5b186cf68c8 | Synergistic Enzyme Mixtures to Realize Near-Complete Depo... | Christopher DelRe, Boyce Chang, Ivan Jayapurna, Aaron Hal... | 10.1101/2021.08.25.457667   | August_2021    | Embedding catalysts inside of plastics affords accelerate...
66ba7a2f-6f6e-1014-b4b7-a60b83abcaba | Single particle-resolution fluorescence microscopy of nan... | B. Nguyen, N. Tufenkji *                                     | 10.1101/2020.08.25.267443   | August_2020    | Understanding of nanoplastic prevalence and toxicology is...
c4d0bafd-7431-1014-a300-8b75db109127 | Label-free droplet image analysis with Cellprofiler          | Dániel Kácsor *, Merili Saar-Abroi, Triini Olman, Simona ... | 10.1101/2025.04.04.647160   | April_2025     | Droplet microfluidic methods used for microbiological exp...
7713d333-7917-1014-aff1-bb7d6923f76f | Primary and secondary microplastics do not affect hatchin... | Siti Syazwani Azmi, Taekyoung Seong, Hee-Jin Kim, Hisayuk... | 10.1101/2025.04.15.648670   | April_2025     | Microplastics (MPs) are pervasive pollutants that may thr...
3e271cd0-7096-1014-9efe-cb7896b39637 | Primary and secondary microplastics do not affect hatchin... | Siti Syazwani Azmi, Taekyoung Seong, Hee-Jin Kim, Hisayuk... | 10.1101/2025.04.15.648670   | April_2025     | Microplastics (MPs) are pervasive pollutants that may thr...
41366c7f-6e92-1014-9323-97d94bcc55f8 | Measuring PETase enzyme kinetics by single-molecule micro... | Yuwei Zhang, William O. Hancock *                            | 10.1101/2024.04.24.590935   | April_2024     | Polyethylene terephthalate (PET) is one of the most widel...
b6a0ef96-6bf7-1014-9257-d778e15b67dc | First evidence of microplastics in human ovarian follicul... | Luigi Montano *, Salvatore Raimondo, Marina Piscopo, Mari... | 10.1101/2024.04.04.24305264 | April_2024     | Plastic pollution is a pressing global issue, with over 4...
384bf257-7221-1014-9f44-dc65998458ed | Measuring PETase enzyme kinetics by single-molecule micro... | Yuwei Zhang, William O. Hancock *                            | 10.1101/2024.04.24.590935   | April_2024     | Polyethylene terephthalate (PET) is one of the most widel...
2b1c9a94-6c60-1014-ad58-c18c8563388d | Permittivity-Based Microparticle Classification by the In... | Uzay Tefek, Burak Sari, Mehmet S. Hanay *                    | 10.1101/2022.09.27.509785   | April_2023     | Permittivity of microscopic particles can be used as a cl...
b2fa8b66-6d04-1014-b576-d8cac31c8866 | Effects of microplastics mixed with natural particles on ... | Christoph Schür, Joana Beck, Scott Lambert, Christian Sch... | 10.1101/2022.05.04.490562   | April_2023     | The toxicity of microplastics on  Daphnia magna  as a key...
3ccda712-6c93-1014-a6e6-d67a5971236d | Microplastics found in Antarctic penguins: chemical react... | Ana Martínez *, Andrés Barbosa                               | 10.1101/2023.04.26.538381   | April_2023     | Micro- and nanoplastics are widespread in the marine envi...
8a2374ed-6c61-1014-b998-8036bfe47d76 | Collecting-Gathering Biophysics of the Blackworm  L. vari... | Harry Tuazon, Chantal Nguyen, Emily Kaufman, Ishant Tiwar... | 10.1101/2023.04.28.538726   | April_2023     | Many organisms exhibit collecting and gathering behaviors...
a9567f34-73a3-1014-89d6-8a0ad1220f0d | Legacy effect of microplastics on plant-soil feedbacks       | Y.M Lozano *, M.C Rillig                                     | 10.1101/2022.04.12.488083   | April_2022     | Microplastics are a complex contaminant suite that are no...
a5c30009-6c8f-1014-aee3-e3daa22d3451 | An emerging role of microplastics in the etiology of lung... | Qiqing Chen *, Jiani Gao, Hairui Yu, Hang Su, Yan Yang, Y... | 10.1101/2021.04.22.21255586 | April_2021     | Pulmonary ground glass nodules (GGNs) have been increasin...
35f884f8-6e32-1014-9f70-db1a7025ece1 | Tire abrasion particles negatively affect plant growth ev... | Eva F Leifheit *, Hanna L Kissener, Erik Faltin, Masahiro... | 10.1101/2021.04.19.440468   | April_2021     | Tire particles (TPs) are a major source of microplastic o...
9a61903f-6c83-1014-8985-9ff3c421c01b | Algal growth at environmentally relevant concentrations o... | Elena Gorokhova *, Karin Ek, Sophia Reichelt                 | 10.1101/2020.04.11.036889   | April_2020     | Hazard assessment of microplastic is challenging because ...
(169 rows, 15023ms)
[15.0s]
